"","pid","local.time","sad","stress","content","lonely","energy","where.at","with.whom","doing.what","interact.how"
"1","9lzummpt",2018-10-10 18:55:57,0,1,3,1,2,"Campus","Classmates; students","Attending classes; meetings","Classmates; students"
