"","pid","local.time","sad","stress","content","lonely","energy","where.at","with.whom","doing.what","interact.how"
"1","5mku5llx",2018-10-12 15:11:59,0,1,2,0,3,"Friend’s house","Friends","Eating; drinking","Friends"
